codigo_bapin_id,codigo_bapin_desc,ultima_actualizacion_fecha
109129,Ruta Segura RN 40 Circunvalación a Villa La Angostura,Última actualización del ejercicio 2025: 26 Marzo 2025.
109138,"Pavimentación vinculación Ruta Nacional N°12 con Av. circunvalación de Paraná, Tramo: Puente S/Aº Saucesito - Av. Almafuerte, Provincia de Entre Ríos",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
109152,Pavimentación RN 23 - Los Menucos - Empalme Ruta Nacional N° 40,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
109254,Repavimentación Corredor 3 (RN 7) - Santa Fe,Última actualización del ejercicio 2025: 26 Marzo 2025.
109255,"Repavimentación Corredor 4 (RUTAS NACIONALES N°18, 19, 34) - Santa Fe, Córdoba y Entre Ríos",Última actualización del ejercicio 2025: 26 Marzo 2025.
109258,"OBRA DE REACONDICIONAMIENTO DE INFRAESTRUCTURA - CORREDOR VIAL NACIONAL N°5, Tramo 1: (C5.R1) BUENOS AIRES - ROSARIO, Sección: KM. 86.00 - KM. 279.29 (CALZ. ASC/DESC). Provincia: Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
109261,"Repavimentación Corredor 6 (RN 12, 16) - Corrientes",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
109265,Repavimentación Corredor H5 (RUTA NACIONAL N°5) - Buenos Aires,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
109312,Construcción Puente de la Rinconada sobre Río Collón Curá. Provincia de Neuquén,Última actualización del ejercicio 2025: 26 Marzo 2025.
109399,Construcción de 10 radares  - Sistema Nacional de Radares Meteorológicos - Tercera Etapa - Nacional,Última actualización del ejercicio 2025: 26 Marzo 2025.
109781,Construcción de redes finas y conexiones domiciliarias de desagües cloacales para Fray M. Esquiú y Valle Viejo - Etapa II - Provincia de Catamarca,Última actualización del ejercicio 2025: 26 Marzo 2025.
110290,Incorporación de Equipamientos varios para el mejoramiento de la Capacidad de Sostenimiento Logístico del Estado Mayor General de la Fuerza Aérea Argentina - CABA - PROVINCIA DE BUENOS AIRES.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
110310,Recuperar el Sistema de Transporte de Guarnición en las diferentes unidades de la Fuerza Aérea Argentina en el Área de Interés de la República Argentina,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
110822,Reacondicionamiento tablero general de electricidad. Cámara Federal  Bahia Blanca - Mitre N° 60/62. Bahía Blanca. Buenos Aires.,Última actualización del ejercicio 2025: 26 Marzo 2025.
111135,Adquisición y ampliación del equipamiento en instrumental de la Red Nacional de Observación Meteorológica,Última actualización del ejercicio 2025: 26 Marzo 2025.
111155,Adquisición y modernización de equipamiento técnico informático para todas las dependencias del Servicio Meteorológico Nacional,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
111187,Construcción de Planta de Tratamiento de Líquidos Cloacales para la localidad de San Antonio de Areco - Buenos Aires (PROAS II),Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
111247,"Plan Director de Construcción de Desagües Cloacales de la Ciudad de Apóstoles - 1ra Etapa, Provincia de Misiones",Última actualización del ejercicio 2025: 26 Marzo 2025.
111273,Desarrollo de Áreas Metropolitanas del Interior II - Refuncionalizacion y Recuperación del Arbolado Publico en el AM Mendoza,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
111440,Incorporación modulo esférico al adiestrador terrestre de vuelo de helicópteros marca Entrol,Última actualización del ejercicio 2025: 26 Marzo 2025.
111517,Construcción de un Centro Operativo en el Parque Provincial Copo - Provincia de Santiago del Estero - Corredores Rurales y Conservación de la Biodiversidad GEF TF 0A0233/AR.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
111548,OBRA CONSTRUCCIÓN DE PUENTE - RUTA NAC Nº 12 - TRAMO ESQUINA - GOYA - SECCION PUENTE SOBRE ARROYO GUAZU (KM. 712.71) - PROVINCIA DE CORRIENTES,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112051,'Adecuación y mantenimiento IPC de ascensores -Edificio Marcelo T. de Alvear 1840 - CABA',Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112053,Adecuación y mantenimiento de ascensores -Cámara Nacional Electoral-  25 de Mayo Nº 245. C.A.B.A.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112084,IMPERMEABILIZACIÓN DE CUBIERTAS Y ARREGLO DE PLUVIALES DE LA SEDE HIPÓLITO YRIGOYEN,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112140,"Adecuación y Mantenimiento IPC de ascensores, montaexpediente y plataforma elevadora - Cámara Federal de Apelaciones de Rosario Entre Ríos Nº 435. Rosario. Santa Fe.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112160,Renovación integral de los Sistemas de Instrumentación y Control de plantas propulsoras y generadoras de Guardacostas PNA STAN-TENDER.,Última actualización del ejercicio 2025: 26 Marzo 2025.
112179,Adecuación y mantenimiento de instalación Termomcánica Juzgado Federal Mercedes Calle 21 N° 624. Mercedes. Buenos Aires.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112182,Circuito Histórico y Cultural Ñanderecó (nuestra forma de ser) en la ciudad de Corrientes - CORRIENTES,Última actualización del ejercicio 2025: 26 Marzo 2025.
112193,Renovación urbana del área central y desagües pluviales en la ciudad de La Rioja - LA RIOJA,Última actualización del ejercicio 2025: 26 Marzo 2025.
112334,REPAVIMENTACION CORREDOR 8 (RN 8 Y RN  36) - CORDOBA,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112340,"REPAVIMENTACION CORREDOR 8 (RN N° 8) - O.R.I. C8.4.2 RUTA NACIONAL N° 8 PCIA DE CÓRDOBA Y SAN LUIS - T-01-S-01: KM 595,00 - KM 604,00 / T-01-S-02: KM 666,00 - KM 691,00 / T-01-S-03: KM 702,00 - KM 722,95",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112345,REPAVIMENTACION CORREDOR 8 (RN 8) - SANTA FE Y CORDOBA,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
112346,Adecuación y mantenimiento e instalación termomecánica - Consejo de la Magistratura Libertad 731. CABA,Última actualización del ejercicio 2025: 26 Marzo 2025.
112431,Ampliación del Sistema de Desagües Cloacales para la localidad de Villaguay - Entre Ríos (PROAS II),Última actualización del ejercicio 2025: 26 Marzo 2025.
112632,Remodelación y puesta en valor de la Defensoría de Santa Fe,Última actualización del ejercicio 2025: 26 Marzo 2025.
112709,Adquisición de Equipamiento Prevención de la Sordera,Última actualización del ejercicio 2025: 26 Marzo 2025.
112723,Construcción de Sistema de Desagües Cloacales  para la localidad de Catriel - Río Negro (PROAS II),Última actualización del ejercicio 2025: 26 Marzo 2025.
113415,Adquisición de equipamiento tecnológico para digitalización y administración del proyecto de digitalización del acervo de la Biblioteca Nacional Mariano Moreno (FONPLATA ARG-37/2018).,Última actualización del ejercicio 2025: 26 Marzo 2025.
113475,CONSTRUCCION DE MODULOS HABITACIONALES PARA PASOS DE FRONTERA,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
113668,Readecuacion de red de gas troncal e interna en Barrios  del Hospital Nac. Dr. Baldomero Sommer,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
114226,"Adecuacion Edilicia del Edificio existente ubicado en Av. Alsina 470, para la localizacion del Tribunal Fiscal de la Nacion (TFN).",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
114359,Ampliación del sistema de agua potable de la localidad de Diamante- Entre Ríos (PROAS II),Última actualización del ejercicio 2025: 26 Marzo 2025.
115413,Puesta en valor de edificios ubicados en la Jefatura regional Noroeste.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
115428,Puesta en valor de edificios ubicados en la jefatura regional CONURBANO I,Última actualización del ejercicio 2025: 26 Marzo 2025.
115580,"Pavimentación, Rehabilitación y Mantenimiento Vial, de Aceras en la Región Metropolitana de Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
115587,Sistema Cristo Redentor Ruta Segura Repavimentación RN N° 7 Tramo: Aguas de Pizarro - Potrerillos. (BID 4418 OC-AR),Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
115612,Sistema Cristo Redentor: Refuncionalización Integral del Paso Sistema Cristo Redentor: Túnel Caracoles y Galerías de Interconexión (BID 4652),Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
115876,"Adquisición Banco para Reparación de inyectores electrónicos para alternadores y motores de arranque, destinado al Taller General de Reparaciones Navales.",Última actualización del ejercicio 2025: 26 Marzo 2025.
115919,DESARROLLO  DE SISTEMAS DE PROPULSION MULTIPROPOSITO  PARA LA FUERZA AEREA EN CORDOBA PROVINCIA DE CORDOBA,Última actualización del ejercicio 2025: 26 Marzo 2025.
116560,PROYECTO DE MEJORAS DEL FERROCARRIL BELGRANO SUR. EXTENSIÓN DEL SERVICIO HASTA LA ESTACION CONSTITUCION. CONSTRUCCION Y ELEVACION DE LA ESTACION BUENOS AIRES Y CONTRUCCION DEL VIADUCTO ENTRE LA ESTACION SAENZ Y LA NUEVA ESTACION BUENOS AIRES,Última actualización del ejercicio 2025: 26 Marzo 2025.
116667,"Adquisición de 4 (cuatro) aeronaves P3 Orion de exploración de largo alcance, Trelew, Provincia de Chubut.",Última actualización del ejercicio 2025: 26 Marzo 2025.
116689,Adquisición y modernización de equipamiento técnico informático en infraestructura para el Datacenter del Servicio Meteorológico Nacional,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
116721,Incorporación de la aptitud 3 'Desarrollo de acciones tendientes a alcanzar un sistema de respuesta ante incidentes' de la capacidad de Ciberdefensa en el Comando Conjunto de Ciberdefensa.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
117464,Adquisición de Circuitos Cerrados de Televisión (CCTV) -FONPLATA 28/16,Última actualización del ejercicio 2025: 26 Marzo 2025.
117626,Mejoras en infraestructura y equipamiento del Instituto Balseiro - Bariloche - Provincia de Rio Negro,Última actualización del ejercicio 2025: 26 Marzo 2025.
117700,Remodelación de las cubiertas en el Instituto de Clima y Agua -Castelar -  Pcia. de Buenos Aires,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
117746,Acondicionamiento y mejora edilicia de las instalaciones de la Gerencia TIC en el Centro Atómico Constituyentes - Provincia de Buenos Aires,Última actualización del ejercicio 2025: 26 Marzo 2025.
117764,Desarrollo y fabricación de diodos láser de cascada cuántica en infrarrojo para la separación isotópica CNEA - Buenos Aires y Provincia de Río Negro,Última actualización del ejercicio 2025: 26 Marzo 2025.
117779,"Mantenimiento, reparación y adecuación de Instalaciones del Centro Atómico Ezeiza - Provincia de Buenos Aires",Última actualización del ejercicio 2025: 26 Marzo 2025.
117787,"Extensión del ciclo de vida del ciclotrón de producción del Centro Atómico Ezeiza, extensión de su capacidad mejoras y arreglos - Provincia de Buenos Aires",Última actualización del ejercicio 2025: 26 Marzo 2025.
117798,Instalación de un sistema de generación eléctrica distribuida de 400 kW mediante energía solar fotovoltaica en el Centro Atómico Constituyentes - Provincia de Buenos Aires,Última actualización del ejercicio 2025: 26 Marzo 2025.
117861,Mantenimiento y readecuación de infraestructura del Centro Atómico Bariloche (CAB) - Provincia de Río Negro,Última actualización del ejercicio 2025: 26 Marzo 2025.
117862,Readecuación de servicios para la sostenibilidad económica y ambiental del Centro Atómico Bariloche (CAB) - Provincia de Río Negro,Última actualización del ejercicio 2025: 26 Marzo 2025.
117878,Adquisición de CUARENTA (40) Computadoras de escritorio con monitor,Última actualización del ejercicio 2025: 26 Marzo 2025.
117897,"Readecuación eléctrica de la planta baja y exteriores, Edif. Comodoro Py 2002 CABA.",Última actualización del ejercicio 2025: 26 Marzo 2025.
117945,EQUIPOS Y PROYECTOS DE INVERSION PARA INCREMENTAR PROCURACION DE ORGANOS Y TEJIDOS EN LA NACION,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
117970,"Adecuación y mantenimiento de ascensores -Perón 990 , Diagonal Roque Sáenz Peña 760 y Lavalle 1554 -  ",Última actualización del ejercicio 2025: 26 Marzo 2025.
117979,Adquisición vehiculos p/traslado Dirección Nacional de Emergencias Saniarias,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
118380,"Construcción de Muelle Cabecera Norte - Parque Nacional Lago Puelo, Provincia de Chubut.",Última actualización del ejercicio 2025: 26 Marzo 2025.
118409,"Restauración de  Talleres y Edificios (Etapa 2) - I.N.A. - Ezeiza, Pcia. de Buenos Aires",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
118808,"Desarrollo y fabricación de micro y nano dispositivos, detectores y sensores para uso en aplicaciones médicas, energía y memorias en el Centro Atómico Constituyentes - Provincia de Buenos Aires.",Última actualización del ejercicio 2025: 26 Marzo 2025.
118833,Desarrollo de tecnologías cuánticas en sensores de ultra-alta sensibilidad e imágenes médicas con resolución micrométrica - Centro Atómico Bariloche - Provincia de Río Negro,Última actualización del ejercicio 2025: 26 Marzo 2025.
118857,Transferencia a Comisión Técnica Mixta Salto Grande para Incremento de Eficiencia del Complejo Hidroeléctrico de Salto Grande (PIESG)-Provincia de Entre Ríos,Última actualización del ejercicio 2025: 26 Marzo 2025.
118912,"Restauración Sistema de Seguridad - Predio I.N.A. - Ezeiza, Pcia. de Buenos Aires",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119234,Pavimento para tránsito pesado en la ciudad de Alejandro Roca - CORDOBA,Última actualización del ejercicio 2025: 26 Marzo 2025.
119235,Desagües pluviales colector oeste del tejido municipal en la ciudad de San Isidro de Lules - TUCUMÁN,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119253,Construcción desvío tránsito pesado en la ciudad de La Puerta - CÓRDOBA,Última actualización del ejercicio 2025: 26 Marzo 2025.
119363,"PROMEBA IV - Municipalidad de LA MATANZA - ESTACIÓN VILLEGAS Etapa  1- Equipamiento comunitario, Polideportivo y Plaza - Equipamiento comunitario, polideportivo y talleres, plazas, y parques B° Estacion Villegas",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119364,PROMEBA IV - Municipalidad de RAFAEL CALZADA - 2 DE ABRIL - Cicatrizacion del Arroyo San Francisco,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119372,"PROMEBA IV - Municipalidad de RESISTENCIA - TIMBÓ - Completamiento de infraestructura, iluminación, nexo y puente vehicular.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119374,PROMEBA IV - Municipalidad de JOSE LEON SUAREZ - VILLA HIDALGO - Parque escuela - Equipamiento Comunitario Parque Escuela Villa Hidalgo,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119383,PROMEBA IV - Municipalidad de CORDOBA - BARRANCA YACO - Infraestructura - Infraestructura y equipamiento comunitario,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119397,"PROMEBA IV - Municipalidad de PARANA - ANTOÑICO, Barrio Las Flores E2 - Infraestructura pública",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119404,PROMEBA IV - Municipalidad de LOZANO - LOZANO B° CARLOS ALVARADO - Infraestructura - Infraestructura pública,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119405,"PROMEBA IV - Municipalidad de SAN SALVADOR DE JUJUY - ALTO COMEDERO - B1 ElMilagro, B4 La Loma y Primavera - Infraestructura",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119409,PROMEBA IV - Municipalidad de CHILECITO - Gran Pomán Y El Nevado - Infraestructura,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119423,"PROMEBA IV - Municipalidad de SAN LORENZO - LA LONJA I, II y III - Atocha  E2 B  Infraestructura - Infraestructura",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119428,PROMEBA IV - Municipalidad de SAN JUSTO - SAN JUSTO - Extensión urbana,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119432,"PROMEBA IV - Municipalidad de SAN MIGUEL DE TUCUMAN - RIBERAS SALI - Sector Costanera - Infraestructura pública, equipamiento urbano, obras de mitigación.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119435,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de La Calera - Rumy - Loma de la Cruz,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119436,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Rosario - Villa Banana,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119437,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de San Fernando del Valle de Catamarca - Barrio Papa Francisco,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119438,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Ciudad de Mendoza - Favorita-El Triángulo,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119439,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Ciudad de Santa Fe - Sector Noreste,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119441,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Corrientes - La Chola,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119442,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Guaymallen - Congreso y Progreso,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119443,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Ciudad de Mendoza - Flores y Olivares,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119444,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Córdoba - El Tropezón,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119448,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Neuquén - Lote Z1,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119449,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Neuquén - Toma la Familia,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119450,Programa integral de Hábitat y vivienda en aglomerados urbanos - Municipalidad de Córdoba - Arguello,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119454,Mejoramiento en Asentamientos Fronterizos - Red eléctrica y alumbrado público - Municipalidad de El Dorado - Puerto Pinares,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119455,Mejoramiento en Asentamientos Fronterizos - Red Electrica y Alumbrado Publico - Municipalidad de El Dorado - Villa Roulet,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119460,Acciones para el Desarrollo Integral del Hábitat - CAF N°10099)  - Municipalidad de Tilcara - Tilcara,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119729,"Pavimentación, alumbrado, espacio verde y desagüe en distintos barrios del tejido municipal en la ciudad de Aguilares - TUCUMÁN",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
119783,"Adquisición de licencias de software True up EA microsoft (Contrato MS). Año 2022, CABA.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
121356,"CONSERVAC. MEJORATIVA:  Ruta: 003,  Tramo: TOLHUIN - KOSOVO,  Secc: KM. 2949,94 - KM. 2974,42 ,  Prov: TDF",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
121368,"CONSERVACION MEJORATIVA, RUTA NAC. N° 16, Tramo: TALAVERA – EL GALPON, Seción: KM574,33 - KM661,00, PROVINCIA DE SALTA",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
121369,"CONSERVACION MEJORATIVA, RUTA NAC. N° 16, Tramo: J.V.GONZALEZ – EMP. R.N.N°9/34, Seción II: KM661,00 – KM707,25, PROVINCIA DE SALTA",Última actualización del ejercicio 2025: 26 Marzo 2025.
121370,"CONSERVACION MEJORATIVA, RUTA NAC. N° 52 , Tramo: EMP RPNº 70 – LIMITE CON CHILE, Seción: KM194,02 – KM257,06, PROVINCIA DE JUJUY",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
121375,"CONSERVAC. MEJORATIVA:  Ruta: 237,  Tramo: PIEDRA DEL AGUILA - EMP. RN 1S40 (ALICURA), Secc: KM 1498,20 (EA. CORRAL DE PIEDRA) - KM 1519,60 ,  Prov: NEUQUEN",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
